kind	id	episode__season	episode__episode	episode__title	title	color_info__color	color_info__note
series	"""#Elmira"" (2014)"				#Elmira	color	
series	"""#FabiosSofa"" (2014)"				#FabiosSofa	color	
series	"""#Falltown"" (2016)"				#Falltown	color	
series	"""#Flygirl100 Children's Halloween Puppet Show"" (2017)"				#Flygirl100 Children's Halloween Puppet Show	color	
series	"""#Follow"" (2011)"				#Follow	color	
series	"""#FridayNightLikes"" (2015)"				#FridayNightLikes	color	
series	"""#Fuga"" (2016)"				#Fuga	color	
series	"""#GameOn"" (2014)"				#GameOn	color	
episode	"""#GirlProblems"" (2015) {{SUSPENDED}}"			{SUSPENDED}	#GirlProblems	color	
series	"""#GradGirls"" (2017)"				#GradGirls	color	
series	"""#Hashtag Travel UK"" (2017)"				#Hashtag Travel UK	color	(High Definition)
series	"""#Hashtag Travel"" (2017)"				#Hashtag Travel	color	
series	"""#Hashtag: The Series"" (2013)"				#Hashtag: The Series	color	
series	"""#Hashtags#"" (2018)"				#Hashtags#	color	
series	"""#HighlandPark"" (2016)"				#HighlandPark	color	
series	"""#HoodDocumentary"" (2016)"				#HoodDocumentary	color	
series	"""#IMomSoHard"" (2016)"				#IMomSoHard	color	
series	"""#InstaFamous: How to Become Famous on Instagram"" (2013)"				#InstaFamous: How to Become Famous on Instagram	color	
series	"""#Interns"" (2018)"				#Interns	color	
series	"""#JesusProblems"" (2015)"				#JesusProblems	color	
series	"""#JustDating"" (2014)"				#JustDating	color	
series	"""#Kansloos"" (2012)"				#Kansloos	color	
series	"""#KateConwayisaJerk"" (2015)"				#KateConwayisaJerk	color	
episode	"""#KateConwayisaJerk"" (2015) {Helping Bigots Feel Not Alone (#1.4)}"	1	4	Helping Bigots Feel Not Alone	#KateConwayisaJerk	black and white	
episode	"""#KateConwayisaJerk"" (2015) {Helping Keep Your Boyfriend Company (#1.3)}"	1	3	Helping Keep Your Boyfriend Company	#KateConwayisaJerk	color	
episode	"""#KateConwayisaJerk"" (2015) {Helping Keep the Set Running Smoothly (#1.6)}"	1	6	Helping Keep the Set Running Smoothly	#KateConwayisaJerk	color	
episode	"""#KateConwayisaJerk"" (2015) {Helping Miriam Pultro Around Toronto (#1.5)}"	1	5	Helping Miriam Pultro Around Toronto	#KateConwayisaJerk	color	
series	"""#KillTorrey"" (2016)"				#KillTorrey	color	
series	"""#LAProblems"" (2013)"				#LAProblems	color	(HD)
series	"""#LakeShow"" (2012)"				#LakeShow	color	(HD)
series	"""#LawstinWoods"" (2013)"				#LawstinWoods	color	
series	"""#LdnOnt"" (2012)"				#LdnOnt	color	(season 1-4)
series	"""#Like"" (2016)"				#Like	color	
series	"""#LoveBytes"" (2015)"				#LoveBytes	color	
series	"""#LoveMonkeyChocolate"" (2014)"				#LoveMonkeyChocolate	color	
series	"""#LoveMonkeyChocolateFlowers"" (2014)"				#LoveMonkeyChocolateFlowers	color	
series	"""#LoveMyRoomie"" (2016)"				#LoveMyRoomie	color	
series	"""#MetsLive"" (2016)"				#MetsLive	color	
series	"""#Millennials"" (2015)"				#Millennials	color	
series	"""#Mittelfingerspitzengefühl"" (2017)"				#Mittelfingerspitzengefühl	color	(HD)
series	"""#MomTruth"" (2016)"				#MomTruth	color	
series	"""#MommasGotBars"" (2015)"				#MommasGotBars	color	
series	"""#MonologueWars"" (2014)"				#MonologueWars	color	
series	"""#MovingOut"" (2017)"				#MovingOut	color	(HD)
series	"""#Murder"" (2017)"				#Murder	color	
series	"""#MyCurrentSituation: Atlanta"" (2016)"				#MyCurrentSituation: Atlanta	color	
series	"""#NerdNoise"" (2012)"				#NerdNoise	color	
series	"""#News"" (2014)"				#News	color	
series	"""#NextGreatMascot"" (2015)"				#NextGreatMascot	color	
series	"""#Nightstrife"" (2014)"				#Nightstrife	color	
series	"""#NoFilter with Tarah and Charlotte"" (2016)"				#NoFilter with Tarah and Charlotte	color	
series	"""#NoFilter"" (2016)"				#NoFilter	color	
episode	"""#Nofilter"" (2014) {{SUSPENDED}}"			{SUSPENDED}	#Nofilter	color	
series	"""#NotMadMonday"" (2015)"				#NotMadMonday	color	
series	"""#Nwn"" (2013)"				#Nwn	color	
series	"""#OscarTheOuch"" (2013)"				#OscarTheOuch	color	
series	"""#ParangNormal Activity"" (2015)"				#ParangNormal Activity	color	
series	"""#Preached"" (2017)"				#Preached	color	
series	"""#PrettyPeopleProblems"" (2013)"				#PrettyPeopleProblems	color	
series	"""#PréTVB"" (2014)"				#PréTVB	color	
series	"""#QuieroEseLook!"" (2013)"				#QuieroEseLook!	color	(NTSC Color)
series	"""#ReasonsWhyImSingle"" (2014)"				#ReasonsWhyImSingle	color	
series	"""#RedFlag"" (2015)"				#RedFlag	color	
series	"""#Redemption"" (2014)"				#Redemption	color	
series	"""#Rekt"" (2014)"				#Rekt	color	
series	"""#Russ2013"" (2013)"				#Russ2013	color	
series	"""#SayWhat?!"" (2013)"				#SayWhat?!	color	
series	"""#ScenesFromRussia"" (2013)"				#ScenesFromRussia	black and white	
series	"""#Shelfie with Dan Hong"" (2016)"				#Shelfie with Dan Hong	color	
series	"""#Showverwhelmed"" (2014)"				#Showverwhelmed	color	
series	"""#SingleBecause"" (2017)"				#SingleBecause	color	
series	"""#Singles"" (2014)"				#Singles	color	
series	"""#SketchPack"" (2015)"				#SketchPack	color	
series	"""#SmurTv"" (2016)"				#SmurTv	color	
series	"""#SoySolo"" (2016)"				#SoySolo	color	(HD)
series	"""#SpongeyLeaks"" (2016)"				#SpongeyLeaks	color	
episode	"""#SpongeyLeaks"" (2016) {Leak 2.1: in medias res: Fraudulent Eviction Notices & Bulletproof Vests: Barb's 2nd Abuser (#1.4)}"	1	4	Leak 2.1: in medias res: Fraudulent Eviction Notices & Bulletproof Vests: Barb's 2nd Abuser	#SpongeyLeaks	color	(HD)
series	"""#StarShow!"" (2015)"				#StarShow!	color	
series	"""#Sti"" (2016)"				#Sti	color	
series	"""#TMF"" (2017)"				#TMF	color	
series	"""#TanCosmo"" (2014)"				#TanCosmo	color	
series	"""#Teens"" (2014)"				#Teens	color	
series	"""#Tendencias"" (2017)"				#Tendencias	color	(HD)
series	"""#ThatThingFromBefore"" (2015)"				#ThatThingFromBefore	color	
series	"""#TheAssignment"" (2013)"				#TheAssignment	color	
series	"""#TheBuzz"" (2016)"				#TheBuzz	color	
series	"""#TheWestbrooks"" (2015)"				#TheWestbrooks	color	
series	"""#TheWillKeenanShow"" (2013)"				#TheWillKeenanShow	color	
series	"""#ThisIsCollege"" (2016)"				#ThisIsCollege	color	
series	"""#Tris"" (2012)"				#Tris	color	
series	"""#Troublemakers"" (2013)"				#Troublemakers	color	(HD)
series	"""#Untitled: The Webseries"" (2017)"				#Untitled: The Webseries	color	
series	"""#VanLifeAttila"" (2016)"				#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {""Over"" a Film by Attila (#3.31)}"	3	31	"""Over"" a Film by Attila"	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {#CookingWithTheHun(bacon turkey) (#3.14)}"	3	14	#CookingWithTheHun(bacon turkey)	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {1 Year After Starting Meds for Depression (#3.15)}"	3	15	1 Year After Starting Meds for Depression	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {@DearestDayna: Signing Up (#2.11)}"	2	11	@DearestDayna: Signing Up	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {A Domestic Life (#3.6)}"	3	6	A Domestic Life	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {An Ideal Life (#3.5)}"	3	5	An Ideal Life	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Attila the Drunk (#3.10)}"	3	10	Attila the Drunk	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Back in the 1800s (#3.20)}"	3	20	Back in the 1800s	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Cariboo Joy RV Park (#3.7)}"	3	7	Cariboo Joy RV Park	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Clinical Depression: Season Finale (#3.35)}"	3	35	Clinical Depression: Season Finale	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Constructively Ill (#3.3)}"	3	3	Constructively Ill	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {DearestDayna: Color Me Purple (#2.10)}"	2	10	DearestDayna: Color Me Purple	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {DearestDayna: Working for Free in Banff (#2.7)}"	2	7	DearestDayna: Working for Free in Banff	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Diminished Mental Capacity: Part 1 (#3.23)}"	3	23	Diminished Mental Capacity: Part 1	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Diminished Mental Capacity: Part 2 (#3.25)}"	3	25	Diminished Mental Capacity: Part 2	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Dr. Joseph Park (#3.2)}"	3	2	Dr. Joseph Park	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Flashback (#2.9)}"	2	9	Flashback	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Food, Rehearsals, Food (#3.4)}"	3	4	"Food, Rehearsals, Food"	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Forget the Middle Man (#3.19)}"	3	19	Forget the Middle Man	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Ghosts of Minnehaha (#3.24)}"	3	24	Ghosts of Minnehaha	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {God Is a Copout (#2.3)}"	2	3	God Is a Copout	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Gramophone (#3.30)}"	3	30	Gramophone	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Hit 'n' Run (#2.2)}"	2	2	Hit 'n' Run	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Hope. A Dangerous Thing. (#2.1)}"	2	1	Hope. A Dangerous Thing.	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Joseph Park: A Term of Slang (#3.34)}"	3	34	Joseph Park: A Term of Slang	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Man Make Fire Aka Cooking with the Hun: Early Days (#3.8)}"	3	8	Man Make Fire Aka Cooking with the Hun: Early Days	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Novel Reading: My Memoirs (#2.14)}"	2	14	Novel Reading: My Memoirs	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Painful Arrival: PART 1 (#2.12)}"	2	12	Painful Arrival: PART 1	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Painful Arrival: PART 2 (#2.13)}"	2	13	Painful Arrival: PART 2	#VanLifeAttila	color	(Black & White and Color)
episode	"""#VanLifeAttila"" (2016) {Pussy vs Problems (#2.6)}"	2	6	Pussy vs Problems	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Shots for the Queen(Victoria) (#3.26)}"	3	26	Shots for the Queen(Victoria)	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {St. George Hotel (#3.11)}"	3	11	St. George Hotel	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Stanley (#3.21)}"	3	21	Stanley	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Take 2 and Call Me in the Morning (#3.27)}"	3	27	Take 2 and Call Me in the Morning	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {That Moment When You Know (#3.16)}"	3	16	That Moment When You Know	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {The Butler Did It (#3.1)}"	3	1	The Butler Did It	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {The Butler Didn't Do It (#3.29)}"	3	29	The Butler Didn't Do It	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {The Day to Day (#3.12)}"	3	12	The Day to Day	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {The Full Tour (#3.32)}"	3	32	The Full Tour	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {The Picnic Table (#3.9)}"	3	9	The Picnic Table	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Therapy Tools. Butler Tools. (#3.13)}"	3	13	Therapy Tools. Butler Tools.	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {There's No Place Like Home (#3.33)}"	3	33	There's No Place Like Home	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {WWJD? Part 2: Free Legal Advice (#3.22)}"	3	22	WWJD? Part 2: Free Legal Advice	#VanLifeAttila	black and white	
episode	"""#VanLifeAttila"" (2016) {Welcome to the 1930's (#3.28)}"	3	28	Welcome to the 1930's	#VanLifeAttila	color	
episode	"""#VanLifeAttila"" (2016) {Working for Free (#2.8)}"	2	8	Working for Free	#VanLifeAttila	color	
series	"""#Viral"" (2016)"				#Viral	color	
series	"""#VitalSignz"" (2017)"				#VitalSignz	color	
series	"""#WineLine"" (2016)"				#WineLine	color	
series	"""#WomanProblems"" (2014)"				#WomanProblems	color	
series	"""#Yaprava"" (2013)"				#Yaprava	color	
series	"""#atherapefti"" (2014)"				#atherapefti	color	
series	"""#cliche"" (2015)"				#cliche	color	
series	"""#differentnotless"" (2017)"				#differentnotless	color	
series	"""#hetisingewikkeld"" (2017)"				#hetisingewikkeld	color	
series	"""#iGOTSHAPES"" (2012)"				#iGOTSHAPES	color	
series	"""#iwokeupbadass"" (2016)"				#iwokeupbadass	color	
series	"""#lovemilla"" (2013)"				#lovemilla	color	
series	"""#mykpop"" (2013)"				#mykpop	color	
series	"""#nitTWITS"" (2011)"				#nitTWITS	color	
series	"""#rampage4real"" (2013)"				#rampage4real	color	
series	"""#roofies"" (2016)"				#roofies	color	
series	"""#somos"" (2017)"				#somos	color	
series	"""#targetdemo"" (2016)"				#targetdemo	color	
series	"""#thebasic"" (2016)"				#thebasic	color	(HD)
series	"""#tlir"" (2013)"				#tlir	color	
series	"""#twentyfiveish"" (2017)"				#twentyfiveish	color	
series	"""#versionfran?aise"" (2015)"				#versionfran?aise	color	
series	"""#waszurwahl"" (2013)"				#waszurwahl	color	
series	"""$#*! My Dad Says"" (2010)"				$#*! My Dad Says	color	
episode	"""$#*! My Dad Says"" (2010) {Code Ed (#1.4)}"	1	4	Code Ed	$#*! My Dad Says	color	
episode	"""$#*! My Dad Says"" (2010) {Corn Star (#1.14)}"	1	14	Corn Star	$#*! My Dad Says	color	
episode	"""$#*! My Dad Says"" (2010) {Dog Ed Pursuit (#1.7)}"	1	7	Dog Ed Pursuit	$#*! My Dad Says	color	
episode	"""$#*! My Dad Says"" (2010) {Easy, Writer (#1.6)}"	1	6	"Easy, Writer"	$#*! My Dad Says	color	
episode	"""$#*! My Dad Says"" (2010) {Ed Goes to Court (#1.15)}"	1	15	Ed Goes to Court	$#*! My Dad Says	color	
episode	"""$#*! My Dad Says"" (2010) {Family Dinner for Schmucks (#1.11)}"	1	11	Family Dinner for Schmucks	$#*! My Dad Says	color	
episode	"""$#*! My Dad Says"" (2010) {Goodson Goes Deep (#1.12)}"	1	12	Goodson Goes Deep	$#*! My Dad Says	color	
episode	"""$#*! My Dad Says"" (2010) {Lock and Load (#1.17)}"	1	17	Lock and Load	$#*! My Dad Says	color	
episode	"""$#*! My Dad Says"" (2010) {Make a Wish (#1.9)}"	1	9	Make a Wish	$#*! My Dad Says	color	
episode	"""$#*! My Dad Says"" (2010) {Not Without My Jacket (#1.5)}"	1	5	Not Without My Jacket	$#*! My Dad Says	color	
episode	"""$#*! My Dad Says"" (2010) {Pilot (#1.1)}"	1	1	Pilot	$#*! My Dad Says	color	
episode	"""$#*! My Dad Says"" (2010) {The Better Father (#1.13)}"	1	13	The Better Father	$#*! My Dad Says	color	
episode	"""$#*! My Dad Says"" (2010) {The Manly Thing to Do (#1.8)}"	1	8	The Manly Thing to Do	$#*! My Dad Says	color	
episode	"""$#*! My Dad Says"" (2010) {The Truth About Dads & Moms (#1.3)}"	1	3	The Truth About Dads & Moms	$#*! My Dad Says	color	
episode	"""$#*! My Dad Says"" (2010) {Well Suitored (#1.16)}"	1	16	Well Suitored	$#*! My Dad Says	color	
episode	"""$#*! My Dad Says"" (2010) {Who's Your Daddy? (#1.18)}"	1	18	Who's Your Daddy?	$#*! My Dad Says	color	
episode	"""$#*! My Dad Says"" (2010) {Wi-Fight (#1.2)}"	1	2	Wi-Fight	$#*! My Dad Says	color	
episode	"""$#*! My Dad Says"" (2010) {You Can't Handle the Truce (#1.10)}"	1	10	You Can't Handle the Truce	$#*! My Dad Says	color	
series	"""$1,000,000 Chance of a Lifetime"" (1986)"				"$1,000,000 Chance of a Lifetime"	color	
series	"""$100 Makeover"" (2010)"				$100 Makeover	color	
series	"""$100 Pet Challenge"" (2015)"				$100 Pet Challenge	color	
series	"""$100 Taxi Ride"" (2001)"				$100 Taxi Ride	color	
series	"""$100,000 Fortune Hunt"" (1989)"				"$100,000 Fortune Hunt"	color	
series	"""$100,000 Name That Tune"" (1984)"				"$100,000 Name That Tune"	color	
series	"""$2 Bill"" (2002)"				$2 Bill	color	(Technicolor)
						color	
episode	"""$2 Bill"" (2002) {Kanye West}"			Kanye West	$2 Bill	color	
episode	"""$2 Bill"" (2002) {The Strokes (#1.1)}"	1	1	The Strokes	$2 Bill	color	
series	"""$2 Donuts"" (2017)"				$2 Donuts	color	
series	"""$24 in 24"" (2012)"				$24 in 24	color	
series	"""$25 Million Dollar Hoax"" (2004)"				$25 Million Dollar Hoax	color	
series	"""$40 a Day"" (2002)"				$40 a Day	color	
episode	"""$40 a Day"" (2002) {Adirondacks (#2.24)}"	2	24	Adirondacks	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Amsterdam (#1.16)}"	1	16	Amsterdam	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Antigua (#3.24)}"	3	24	Antigua	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Asheville, NC (#3.9)}"	3	9	"Asheville, NC"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Ashland, OR (#3.18)}"	3	18	"Ashland, OR"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Aspen (#2.21)}"	2	21	Aspen	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Atlanta, GA (#1.22)}"	1	22	"Atlanta, GA"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Austin, TX (#2.10)}"	2	10	"Austin, TX"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Bermuda (#3.5)}"	3	5	Bermuda	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Big Island: Hawaii (#2.5)}"	2	5	Big Island: Hawaii	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Boston (#2.6)}"	2	6	Boston	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Brussles, Belgium (#1.26)}"	1	26	"Brussles, Belgium"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Cape Cod (#2.4)}"	2	4	Cape Cod	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Charleston, SC (#1.21)}"	1	21	"Charleston, SC"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Chattanooga, Tennessee (#3.7)}"	3	7	"Chattanooga, Tennessee"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Chicago, IL (#2.18)}"	2	18	"Chicago, IL"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Cleveland (#2.25)}"	2	25	Cleveland	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Cooperstown (#1.17)}"	1	17	Cooperstown	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Coos Bay (#3.20)}"	3	20	Coos Bay	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Corpus Christi (#2.7)}"	2	7	Corpus Christi	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Dallas, Texas (#2.3)}"	2	3	"Dallas, Texas"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Denver (#2.20)}"	2	20	Denver	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Durham and Chapel Hill, North Carolina (#3.3)}"	3	3	"Durham and Chapel Hill, North Carolina"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Florence, Italy (#1.18)}"	1	18	"Florence, Italy"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Ft. Lauderdale, FL (#3.22)}"	3	22	"Ft. Lauderdale, FL"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Grand Canyon, Arizona (#3.2)}"	3	2	"Grand Canyon, Arizona"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Hamptons, NY (#3.19)}"	3	19	"Hamptons, NY"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Hilton Head, South Carolina (#3.8)}"	3	8	"Hilton Head, South Carolina"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Jackson Hole, WY (#3.16)}"	3	16	"Jackson Hole, WY"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Laguna Beach, CA (#2.13)}"	2	13	"Laguna Beach, CA"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Las Vegas, NV (#1.12)}"	1	12	"Las Vegas, NV"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Las Vegas, Nevada (#3.4)}"	3	4	"Las Vegas, Nevada"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Los Angeles (#1.3)}"	1	3	Los Angeles	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Martha's Vineyard (#3.12)}"	3	12	Martha's Vineyard	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Maui, Hawaii (#2.9)}"	2	9	"Maui, Hawaii"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Memphis, TN (#2.8)}"	2	8	"Memphis, TN"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Miami, Florida (#1.8)}"	1	8	"Miami, Florida"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Milwaukee, WI (#2.16)}"	2	16	"Milwaukee, WI"	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Monterey (#1.9)}"	1	9	Monterey	$40 a Day	color	
episode	"""$40 a Day"" (2002) {Montreal (#2.19)}"	2	19	Montreal	$40 a Day	color	
